Size,Rooms,Floors,Owners,Age,Yard,Pool,GuestRoom,Price,NumPrice
2.167,98,93,8,31,Big,No,Yes,Low,0
50.373,38,53,3,18,Small,Yes,Yes,High,1
84.491,83,16,1,25,Big,Yes,Yes,High,1
45.452,11,15,3,29,Small,No,Yes,Low,0
77.716,85,28,1,15,Small,No,No,High,1
77.989,66,45,7,4,Big,Yes,Yes,High,1
97.543,5,8,4,5,Big,No,Yes,High,1
41.431,19,18,10,25,Big,No,No,Low,0
95.817,97,25,5,26,Small,Yes,Yes,High,1
73.049,92,65,3,16,Small,No,No,High,1
4.105,97,55,8,7,Small,Yes,Yes,Low,0
10.074,29,47,4,22,Small,Yes,Yes,Low,0
71.35,55,52,6,4,Big,No,No,High,1
54.528,69,41,4,4,Big,Yes,Yes,High,1
82.032,78,64,10,17,Big,No,No,High,1
86.399,80,14,4,23,Big,No,Yes,High,1
80.995,7,50,4,2,Small,Yes,No,High,1
21.991,55,4,9,10,Small,No,No,Low,0
25.972,7,11,2,0,Big,No,No,Low,0
98.705,21,22,10,20,Big,Yes,No,High,1
31.202,12,37,4,28,Small,No,Yes,Low,0
83.388,97,72,4,5,Small,No,Yes,High,1
52.649,88,85,7,25,Small,Yes,Yes,High,1
16.0,41,25,4,14,Big,Yes,Yes,Low,0
91.418,76,98,8,29,Big,No,No,High,1
87.987,38,97,9,15,Big,No,Yes,High,1
74.054,59,20,4,2,Small,No,Yes,High,1
38.722,91,22,5,13,Big,No,No,Low,0
71.657,2,42,3,9,Small,Yes,No,High,1
47.671,64,78,1,6,Big,Yes,No,Low,0
77.261,32,18,6,24,Small,No,Yes,High,1
66.746,6,10,3,24,Big,No,No,High,1
16.599,97,54,7,2,Small,No,Yes,Low,0
79.109,84,36,8,30,Big,No,No,High,1
56.514,33,48,3,30,Small,No,Yes,High,1
18.73,68,71,6,13,Small,Yes,Yes,Low,0
85.42,77,18,1,8,Big,No,Yes,High,1
55.527,64,44,2,16,Small,Yes,Yes,High,1
41.848,55,99,1,29,Big,Yes,Yes,Low,0
66.972,19,52,3,12,Small,Yes,Yes,High,1
94.254,79,35,8,22,Big,Yes,Yes,High,1
24.386,69,71,6,24,Big,No,Yes,Low,0
80.556,1,54,6,30,Small,Yes,No,High,1
76.373,33,32,8,26,Small,Yes,Yes,High,1
28.748,81,35,2,11,Small,Yes,No,Low,0
31.81,81,20,4,27,Small,No,No,Low,0
89.198,78,46,8,31,Small,Yes,Yes,High,1
17.04,34,55,1,2,Big,No,Yes,Low,0
99.177,51,57,2,17,Big,No,Yes,High,1
50.589,75,52,3,13,Small,No,Yes,High,1
65.16,67,5,9,15,Small,Yes,Yes,High,1
45.016,9,75,3,27,Small,No,Yes,Low,0
93.463,24,95,4,0,Big,Yes,Yes,High,1
41.381,16,42,6,5,Small,Yes,No,Low,0
60.889,72,87,8,3,Small,No,No,High,1
87.596,67,94,2,15,Small,Yes,Yes,High,1
14.05,3,66,1,13,Small,Yes,Yes,Low,0
99.291,89,40,10,31,Small,No,Yes,High,1
64.164,47,49,2,5,Big,Yes,No,High,1
59.747,38,13,7,27,Big,Yes,Yes,High,1
13.405,13,68,4,4,Big,Yes,No,Low,0
69.328,3,64,9,24,Big,No,No,High,1
55.047,22,15,1,8,Big,Yes,No,High,1
53.822,82,14,6,13,Small,No,Yes,High,1
63.737,60,95,9,7,Big,No,No,High,1
55.25,31,3,3,26,Big,Yes,Yes,High,1
72.481,18,71,1,0,Big,No,Yes,High,1
81.448,44,24,10,25,Small,No,No,High,1
29.755,32,62,3,8,Big,Yes,Yes,Low,0
73.406,72,75,6,14,Big,No,Yes,High,1
11.914,36,57,6,16,Big,No,Yes,Low,0
38.172,58,69,4,24,Small,Yes,Yes,Low,0
86.452,12,76,1,24,Small,Yes,Yes,High,1
88.174,23,84,1,27,Small,Yes,No,High,1
40.792,37,65,9,3,Small,No,No,Low,0
55.324,87,47,7,27,Small,Yes,Yes,High,1
68.27,37,65,9,3,Big,No,Yes,High,1
95.63,42,90,10,20,Big,Yes,No,High,1
88.19,11,7,1,21,Big,Yes,No,High,1
98.559,33,94,2,30,Small,No,Yes,High,1
34.819,71,85,8,31,Small,Yes,Yes,Low,0
72.829,91,63,4,1,Small,No,No,High,1
53.857,91,49,9,28,Big,No,No,High,1
99.303,44,76,10,23,Big,No,Yes,High,1
25.405,91,46,5,28,Small,No,Yes,Low,0
51.957,65,16,8,0,Small,Yes,No,High,1
90.646,21,82,1,24,Small,No,Yes,High,1
56.181,76,98,4,25,Small,Yes,No,High,1
88.205,20,63,1,23,Big,No,No,High,1
40.557,64,19,9,13,Big,No,No,Low,0
50.878,23,9,3,5,Small,No,Yes,High,1
79.822,67,30,5,18,Big,No,Yes,High,1
71.997,75,44,10,7,Big,Yes,No,High,1
21.294,54,44,7,4,Big,Yes,No,Low,0
86.042,64,7,3,11,Big,Yes,No,High,1
80.426,15,99,5,18,Big,Yes,No,High,1
52.169,67,47,7,24,Big,Yes,Yes,High,1
68.577,62,22,7,7,Big,No,No,High,1
55.006,42,24,1,29,Small,No,Yes,High,1
47.413,66,91,6,16,Small,No,Yes,Low,0
51.497,16,36,9,23,Big,No,No,High,1
18.307,76,11,8,12,Small,No,Yes,Low,0
64.253,94,31,5,15,Big,No,No,High,1
97.76,81,72,4,31,Big,Yes,Yes,High,1
70.794,39,25,10,17,Small,Yes,No,High,1
63.272,72,98,4,19,Big,Yes,No,High,1
85.743,76,75,2,17,Big,No,Yes,High,1
53.313,41,47,6,18,Small,No,No,High,1
82.202,79,8,7,18,Big,Yes,Yes,High,1
0.683,91,31,3,12,Big,Yes,Yes,Low,0
16.46,93,98,10,12,Big,No,No,Low,0
15.927,8,29,10,31,Small,No,No,Low,0
11.875,33,38,6,3,Big,No,No,Low,0
47.554,86,53,4,1,Big,Yes,No,Low,0
38.502,77,11,10,11,Big,Yes,Yes,Low,0
16.714,61,9,6,23,Small,Yes,Yes,Low,0
82.123,44,84,5,1,Big,No,No,High,1
93.49,45,15,9,9,Big,Yes,No,High,1
92.23,84,95,9,3,Big,Yes,No,High,1
95.367,11,41,10,21,Small,No,No,High,1
33.971,30,60,4,16,Big,Yes,Yes,Low,0
36.048,57,100,2,15,Small,Yes,No,Low,0
41.049,73,19,6,1,Big,No,No,Low,0
16.267,24,41,7,6,Small,Yes,No,Low,0
28.048,63,93,1,23,Small,No,Yes,Low,0
8.403,22,47,3,27,Small,Yes,No,Low,0
76.316,99,56,1,26,Small,No,No,High,1
21.015,37,97,6,28,Big,No,No,Low,0
99.68,12,69,5,24,Big,No,No,High,1
27.193,57,5,4,5,Big,Yes,Yes,Low,0
1.359,99,90,6,5,Small,Yes,No,Low,0
75.124,27,20,4,12,Small,No,No,High,1
93.664,34,39,3,11,Big,No,No,High,1
25.493,31,97,4,4,Small,No,Yes,Low,0
83.79,59,75,10,1,Small,No,No,High,1
23.107,81,54,7,26,Big,No,No,Low,0
37.501,82,54,4,16,Small,Yes,Yes,Low,0
21.167,27,66,4,8,Big,No,No,Low,0
37.567,65,62,4,11,Small,Yes,Yes,Low,0
36.968,27,92,7,19,Big,Yes,Yes,Low,0
0.78,18,95,9,16,Small,Yes,Yes,Low,0
47.061,85,67,7,3,Big,Yes,No,Low,0
46.308,73,97,5,12,Small,No,No,Low,0
85.766,60,18,1,14,Small,No,Yes,High,1
92.837,32,8,8,15,Big,No,Yes,High,1
34.498,32,87,6,13,Small,No,No,Low,0
41.048,4,31,2,0,Small,No,No,Low,0
15.723,100,5,4,4,Small,Yes,No,Low,0
90.447,76,53,8,22,Small,No,No,High,1
55.712,58,19,8,0,Small,Yes,No,High,1
93.533,27,33,5,4,Small,No,No,High,1
77.913,53,64,10,14,Big,Yes,Yes,High,1
54.043,88,46,8,25,Big,No,No,High,1
11.922,54,96,6,2,Big,Yes,Yes,Low,0
91.618,50,28,5,18,Big,No,Yes,High,1
75.749,81,30,3,1,Big,No,No,High,1
66.878,22,41,5,5,Small,No,Yes,High,1
43.636,13,11,1,14,Big,Yes,No,Low,0
12.903,19,65,2,16,Big,No,Yes,Low,0
75.177,82,30,1,26,Small,No,No,High,1
28.977,65,67,4,13,Big,No,Yes,Low,0
28.053,21,22,6,30,Big,Yes,No,Low,0
57.95,46,71,1,28,Big,Yes,Yes,High,1
44.731,95,70,4,21,Big,Yes,No,Low,0
22.606,99,80,3,23,Small,Yes,Yes,Low,0
4.733,60,24,2,11,Small,No,Yes,Low,0
54.936,39,87,3,20,Big,No,Yes,High,1
62.137,80,91,8,18,Big,No,Yes,High,1
84.217,60,18,4,8,Big,Yes,Yes,High,1
2.743,61,20,2,25,Small,No,Yes,Low,0
87.024,52,56,10,1,Big,Yes,Yes,High,1
54.929,86,4,7,16,Small,Yes,No,High,1
11.401,44,99,6,8,Big,No,Yes,Low,0
96.859,19,84,3,1,Small,Yes,No,High,1
62.314,23,27,9,2,Big,Yes,No,High,1
28.076,4,86,1,7,Big,Yes,Yes,Low,0
20.195,76,27,4,10,Small,Yes,No,Low,0
88.884,97,63,5,11,Big,No,Yes,High,1
43.92,77,93,6,18,Small,Yes,Yes,Low,0
34.469,70,26,6,14,Small,Yes,Yes,Low,0
85.49,75,63,1,29,Small,Yes,Yes,High,1
31.536,69,4,7,25,Big,No,No,Low,0
60.68,49,80,6,9,Small,No,Yes,High,1
57.582,76,55,1,7,Small,No,No,High,1
68.916,19,13,3,8,Small,No,No,High,1
16.933,1,19,10,11,Small,Yes,No,Low,0
36.05,56,90,8,30,Small,No,No,Low,0
34.053,39,42,1,30,Big,No,No,Low,0
37.618,57,45,3,13,Small,No,Yes,Low,0
66.041,18,16,5,1,Big,No,No,High,1
79.092,12,78,7,22,Big,Yes,No,High,1
27.394,93,66,5,9,Big,Yes,No,Low,0
32.805,35,17,5,27,Small,No,Yes,Low,0
97.593,62,24,5,26,Small,No,Yes,High,1
72.993,21,16,8,15,Big,No,Yes,High,1
26.923,55,57,1,17,Small,No,Yes,Low,0
77.618,78,29,8,2,Big,No,No,High,1
62.94,35,90,6,20,Small,No,Yes,High,1
7.388,75,96,4,3,Small,Yes,Yes,Low,0
73.851,51,8,2,14,Big,No,No,High,1
45.62,49,63,5,19,Big,Yes,Yes,Low,0
18.229,24,84,3,20,Small,Yes,Yes,Low,0
24.297,73,20,10,29,Big,No,No,Low,0
52.861,60,84,2,25,Small,Yes,Yes,High,1
90.832,54,90,5,10,Small,No,No,High,1
89.172,65,84,9,5,Small,No,No,High,1
32.694,26,60,9,12,Small,Yes,No,Low,0
80.324,47,7,2,28,Big,Yes,Yes,High,1
2.334,34,13,8,1,Small,Yes,Yes,Low,0
16.824,86,72,8,11,Big,Yes,No,Low,0
6.914,33,29,1,25,Small,Yes,No,Low,0
87.146,8,90,8,20,Big,No,No,High,1
36.239,8,24,6,31,Small,Yes,Yes,Low,0
12.604,90,86,9,3,Big,No,Yes,Low,0
75.414,82,75,3,22,Big,No,Yes,High,1
19.43,50,47,8,17,Big,No,Yes,Low,0
30.226,74,87,9,14,Big,Yes,No,Low,0
28.436,50,90,6,22,Small,Yes,Yes,Low,0
50.576,44,11,1,3,Small,Yes,Yes,High,1
69.242,90,23,4,11,Big,No,No,High,1
75.7,25,55,1,8,Small,No,No,High,1
88.591,6,93,10,23,Big,Yes,Yes,High,1
78.847,12,30,8,16,Big,No,No,High,1
16.257,5,11,7,5,Small,No,Yes,Low,0
38.833,10,14,3,7,Small,No,Yes,Low,0
1.372,85,61,9,27,Big,No,No,Low,0
47.264,49,23,5,26,Big,Yes,No,Low,0
33.785,14,17,5,19,Small,No,No,Low,0
0.527,91,74,2,19,Big,Yes,No,Low,0
18.22,91,97,4,8,Small,Yes,No,Low,0
74.012,48,99,7,23,Big,No,No,High,1
73.693,12,4,4,7,Big,No,No,High,1
41.594,7,7,1,0,Small,No,No,Low,0
37.312,40,9,4,21,Small,Yes,No,Low,0
19.198,90,46,8,18,Small,No,Yes,Low,0
13.254,91,58,1,7,Big,No,No,Low,0
62.563,35,66,6,27,Big,Yes,No,High,1
17.668,50,25,9,26,Big,No,No,Low,0
52.1,3,55,5,3,Big,No,No,High,1
27.521,39,81,9,19,Small,No,Yes,Low,0
93.013,76,80,8,16,Small,No,No,High,1
22.615,61,30,9,30,Big,Yes,Yes,Low,0
57.789,60,24,6,13,Big,Yes,No,High,1
73.542,75,83,9,0,Big,Yes,No,High,1
44.683,7,86,3,12,Small,Yes,No,Low,0
80.067,23,73,7,0,Small,No,No,High,1
7.33,54,95,9,7,Small,No,No,Low,0
72.17,33,86,7,1,Small,Yes,No,High,1
98.554,81,18,10,14,Big,Yes,Yes,High,1
50.121,2,74,7,25,Small,Yes,No,High,1
3.577,50,94,10,28,Big,Yes,Yes,Low,0
73.323,43,5,10,31,Small,Yes,Yes,High,1
58.974,44,78,9,13,Small,No,Yes,High,1
58.11,7,1,3,18,Big,Yes,Yes,High,1
23.478,80,5,2,2,Big,No,No,Low,0
70.474,12,15,4,14,Small,No,No,High,1
46.903,40,78,1,3,Small,No,No,Low,0
82.928,1,70,10,14,Big,No,Yes,High,1
48.367,88,10,7,30,Small,No,No,Low,0
71.549,58,85,9,25,Big,Yes,No,High,1
77.081,67,54,5,26,Small,Yes,Yes,High,1
66.37,15,20,3,19,Small,No,No,High,1
35.568,6,26,9,23,Small,No,Yes,Low,0
45.179,14,10,8,6,Small,No,No,Low,0
85.942,73,37,4,19,Small,No,Yes,High,1
71.195,100,45,6,4,Big,No,Yes,High,1
6.597,10,83,4,7,Big,No,No,Low,0
39.132,30,68,9,1,Big,Yes,No,Low,0
25.02,100,39,10,31,Big,Yes,No,Low,0
36.871,80,71,4,16,Small,Yes,Yes,Low,0
64.331,38,18,3,9,Big,Yes,No,High,1
16.873,88,61,7,21,Big,No,No,Low,0
79.647,3,61,5,20,Big,Yes,No,High,1
30.502,91,77,6,23,Big,Yes,Yes,Low,0
62.979,58,85,7,25,Big,No,No,High,1
36.564,51,5,5,11,Small,No,Yes,Low,0
50.315,11,52,9,30,Big,Yes,Yes,High,1
82.113,22,24,9,5,Small,No,No,High,1
76.69,21,99,1,31,Big,Yes,Yes,High,1
28.795,64,50,4,12,Big,Yes,Yes,Low,0
62.366,36,41,5,1,Small,No,No,High,1
46.945,63,50,3,28,Big,No,No,Low,0
0.712,29,19,8,2,Big,Yes,No,Low,0
70.503,70,3,5,1,Big,Yes,Yes,High,1
65.867,37,92,2,27,Small,No,Yes,High,1
14.473,3,90,6,25,Big,Yes,No,Low,0
54.888,66,33,8,4,Small,Yes,No,High,1
0.137,32,47,1,0,Small,Yes,Yes,Low,0
28.79,88,45,2,16,Small,Yes,No,Low,0
67.521,32,60,10,5,Small,No,No,High,1
25.805,49,86,7,30,Big,No,Yes,Low,0
65.309,69,27,9,30,Small,No,Yes,High,1
94.182,78,58,2,16,Small,Yes,Yes,High,1
79.594,85,60,2,14,Small,No,Yes,High,1
48.559,58,97,6,13,Small,No,No,Low,0
32.51,63,54,8,20,Small,No,Yes,Low,0
18.681,89,18,3,20,Big,Yes,Yes,Low,0
10.601,59,7,7,0,Small,Yes,No,Low,0
55.209,80,96,6,15,Big,No,Yes,High,1
74.81,19,97,6,4,Big,No,Yes,High,1
50.844,99,83,2,26,Small,Yes,Yes,High,1
64.827,50,54,6,22,Big,Yes,Yes,High,1
0.176,30,15,3,21,Small,No,No,Low,0
32.267,37,36,2,30,Big,Yes,Yes,Low,0
21.573,46,71,9,30,Big,Yes,No,Low,0
4.768,93,66,5,5,Small,Yes,No,Low,0
5.706,57,38,7,16,Small,No,No,Low,0
75.524,67,56,5,2,Small,No,Yes,High,1
67.311,67,10,3,31,Small,No,Yes,High,1
18.152,24,85,4,20,Big,No,Yes,Low,0
96.134,69,57,4,22,Small,Yes,No,High,1
73.642,25,24,2,19,Big,No,No,High,1
16.067,4,26,7,14,Big,No,No,Low,0
66.18,6,80,5,18,Small,No,No,High,1
84.619,27,35,9,15,Big,No,Yes,High,1
48.884,58,32,7,11,Big,No,No,Low,0
55.232,23,8,3,30,Small,No,No,High,1
27.113,22,19,3,25,Big,No,Yes,Low,0
35.452,39,59,9,5,Big,Yes,Yes,Low,0
44.728,4,82,10,27,Big,No,No,Low,0
44.403,29,12,4,31,Big,Yes,Yes,Low,0
23.262,71,64,8,3,Small,No,No,Low,0
64.044,31,43,10,30,Small,No,No,High,1
82.395,4,22,5,4,Big,Yes,Yes,High,1
74.18,97,7,2,10,Big,No,No,High,1
41.661,26,58,6,13,Small,Yes,Yes,Low,0
43.859,14,8,9,0,Small,No,No,Low,0
50.793,51,21,9,6,Small,Yes,No,High,1
48.107,95,31,3,21,Big,No,No,Low,0
19.44,38,51,10,1,Big,No,No,Low,0
51.796,90,35,8,23,Big,Yes,Yes,High,1
33.341,35,95,1,18,Small,Yes,No,Low,0
84.54,46,66,8,31,Big,No,No,High,1
72.365,58,79,10,8,Big,Yes,Yes,High,1
28.281,49,33,1,23,Small,No,No,Low,0
46.731,76,92,6,24,Small,Yes,No,Low,0
24.04,90,93,8,6,Small,Yes,No,Low,0
59.04,11,14,5,23,Small,No,Yes,High,1
99.506,14,62,1,2,Big,No,Yes,High,1
35.733,25,3,9,18,Small,No,No,Low,0
41.371,14,64,1,8,Small,No,No,Low,0
44.565,78,40,8,16,Big,No,Yes,Low,0
42.903,3,59,5,30,Small,No,Yes,Low,0
52.579,55,2,6,8,Big,Yes,Yes,High,1
66.119,39,64,5,30,Big,No,Yes,High,1
55.707,7,33,7,7,Small,No,Yes,High,1
77.226,65,88,6,15,Big,No,No,High,1
26.997,44,99,1,20,Big,Yes,Yes,Low,0
14.859,82,17,6,29,Big,Yes,Yes,Low,0
93.363,43,88,4,1,Big,No,Yes,High,1
23.45,83,83,2,8,Big,No,Yes,Low,0
23.763,94,99,8,17,Small,Yes,No,Low,0
36.849,25,52,4,23,Small,Yes,No,Low,0
87.556,49,13,6,20,Big,Yes,Yes,High,1
34.835,98,64,8,24,Small,No,Yes,Low,0
0.089,33,72,4,26,Small,No,Yes,Low,0
15.334,16,43,5,25,Big,No,Yes,Low,0
37.448,47,58,1,21,Big,Yes,Yes,Low,0
92.942,51,38,10,20,Small,No,No,High,1
73.136,77,88,9,15,Big,No,Yes,High,1
61.502,77,75,10,2,Big,No,No,High,1
96.195,97,64,4,3,Small,Yes,Yes,High,1
0.822,31,17,9,27,Small,Yes,Yes,Low,0
32.769,11,34,5,10,Small,Yes,No,Low,0
47.747,22,99,4,11,Big,Yes,Yes,Low,0
17.241,98,7,2,20,Big,Yes,Yes,Low,0
80.995,63,100,4,12,Big,No,Yes,High,1
79.851,83,38,3,23,Big,Yes,Yes,High,1
67.699,98,27,9,0,Big,No,Yes,High,1
25.872,18,28,9,30,Small,No,No,Low,0
60.056,7,30,6,11,Big,Yes,No,High,1
11.685,85,13,6,28,Big,No,Yes,Low,0
81.055,72,90,7,24,Big,Yes,No,High,1
25.625,69,84,6,2,Small,No,No,Low,0
54.907,90,65,5,18,Big,Yes,Yes,High,1
16.789,53,42,5,31,Small,No,No,Low,0
68.762,88,81,9,30,Small,Yes,No,High,1
52.689,92,43,10,18,Big,No,Yes,High,1
81.653,13,8,2,16,Small,No,No,High,1
49.274,96,44,5,15,Small,No,No,Low,0
8.719,84,20,9,18,Big,No,No,Low,0
79.354,4,28,9,30,Big,No,Yes,High,1
75.35,6,64,5,0,Small,Yes,Yes,High,1
18.346,7,43,4,23,Small,Yes,Yes,Low,0
48.302,22,13,9,4,Big,No,No,Low,0
22.884,87,3,4,27,Small,Yes,Yes,Low,0
1.947,6,43,10,8,Small,No,Yes,Low,0
74.689,44,33,3,15,Big,Yes,No,High,1
67.489,70,31,10,20,Small,Yes,Yes,High,1
77.454,80,81,10,25,Big,No,Yes,High,1
20.222,16,16,4,15,Big,Yes,Yes,Low,0
27.856,34,98,1,5,Small,Yes,No,Low,0
44.854,18,79,7,24,Big,No,Yes,Low,0
2.599,8,85,9,17,Big,No,Yes,Low,0
35.93,95,27,3,9,Small,Yes,No,Low,0
39.591,48,55,9,0,Big,Yes,No,Low,0
15.001,66,15,10,28,Big,No,No,Low,0
73.072,22,22,6,2,Small,Yes,No,High,1
39.61,92,60,1,4,Small,No,Yes,Low,0
27.921,84,41,4,19,Big,No,Yes,Low,0
46.336,1,3,6,12,Big,Yes,Yes,Low,0
91.701,91,52,3,17,Big,No,No,High,1
36.778,61,100,10,9,Big,Yes,Yes,Low,0
1.866,41,8,5,21,Small,No,No,Low,0
50.664,11,46,7,25,Big,No,No,High,1
92.09,7,9,7,1,Small,No,Yes,High,1
70.091,62,86,6,12,Big,Yes,No,High,1
64.105,57,96,6,30,Small,Yes,No,High,1
19.729,30,81,3,18,Small,No,No,Low,0
35.153,86,93,10,17,Small,No,No,Low,0
29.178,74,14,6,17,Big,No,Yes,Low,0
98.267,55,15,7,12,Small,No,Yes,High,1
11.933,49,21,3,16,Big,Yes,Yes,Low,0
96.526,1,65,5,16,Small,No,Yes,High,1
61.104,88,51,4,24,Big,Yes,Yes,High,1
58.752,79,98,9,24,Small,No,Yes,High,1
57.467,98,64,3,28,Small,No,No,High,1
90.523,63,6,6,10,Big,Yes,Yes,High,1
18.795,40,70,6,23,Big,Yes,No,Low,0
90.531,72,67,6,20,Small,No,No,High,1
69.705,5,93,8,18,Big,No,No,High,1
15.839,93,72,1,11,Big,No,No,Low,0
76.297,88,69,4,28,Big,Yes,Yes,High,1
7.312,64,14,10,5,Big,Yes,No,Low,0
20.906,36,18,6,17,Small,No,Yes,Low,0
17.783,28,1,3,18,Small,No,Yes,Low,0
66.518,20,96,10,16,Small,Yes,Yes,High,1
60.988,68,59,1,11,Small,Yes,No,High,1
33.304,5,50,10,20,Small,No,No,Low,0
97.843,40,76,6,9,Small,No,No,High,1
61.752,62,57,2,3,Small,Yes,No,High,1
58.657,94,29,3,18,Small,No,Yes,High,1
11.362,53,96,5,9,Big,Yes,Yes,Low,0
60.216,14,97,4,9,Big,Yes,No,High,1
42.242,62,64,7,2,Big,Yes,Yes,Low,0
64.963,33,55,3,7,Big,No,Yes,High,1
81.012,92,7,3,9,Big,No,No,High,1
45.206,39,12,8,7,Big,Yes,No,Low,0
62.662,28,92,10,8,Small,No,Yes,High,1
13.84,16,93,6,26,Big,Yes,Yes,Low,0
40.137,65,86,3,4,Small,Yes,Yes,Low,0
70.636,85,95,8,10,Big,No,No,High,1
53.762,45,98,5,21,Small,Yes,No,High,1
8.7,57,58,2,3,Small,No,No,Low,0
96.145,96,43,3,14,Small,No,Yes,High,1
5.289,22,41,5,5,Big,No,Yes,Low,0
6.27,23,42,8,21,Big,Yes,Yes,Low,0
6.686,90,73,4,22,Small,No,No,Low,0
0.449,31,59,2,10,Small,No,Yes,Low,0
15.555,33,8,4,3,Big,Yes,Yes,Low,0
7.499,47,11,6,1,Small,Yes,No,Low,0
82.918,54,10,10,22,Small,No,No,High,1
4.68,6,47,1,1,Big,No,Yes,Low,0
27.176,60,26,7,28,Small,Yes,No,Low,0
60.454,96,50,5,18,Big,No,No,High,1
17.341,25,74,7,10,Small,Yes,No,Low,0
59.834,90,50,6,3,Big,Yes,Yes,High,1
87.245,63,17,2,0,Small,No,No,High,1
24.025,18,97,4,22,Big,Yes,Yes,Low,0
87.699,92,73,7,21,Big,No,Yes,High,1
94.674,52,78,5,30,Big,Yes,Yes,High,1
0.692,18,36,9,7,Big,Yes,No,Low,0
21.796,25,8,3,12,Small,Yes,No,Low,0
35.307,50,66,8,21,Small,No,No,Low,0
82.707,79,25,8,10,Big,Yes,No,High,1
92.417,91,7,10,20,Small,No,Yes,High,1
45.278,97,21,2,21,Big,No,No,Low,0
12.012,78,83,9,3,Small,No,Yes,Low,0
59.05,28,74,5,20,Big,Yes,Yes,High,1
82.651,3,42,7,3,Small,No,No,High,1
77.553,96,99,10,16,Small,No,Yes,High,1
62.166,68,42,6,12,Big,Yes,Yes,High,1
30.51,55,16,3,28,Big,Yes,No,Low,0
84.697,11,47,6,6,Big,No,Yes,High,1
67.498,24,21,4,14,Big,Yes,No,High,1
70.274,93,32,10,24,Big,Yes,No,High,1
93.713,20,45,9,18,Small,Yes,No,High,1
48.926,17,52,4,11,Small,Yes,No,Low,0
25.892,8,99,4,1,Small,No,No,Low,0
45.07,100,92,9,24,Small,No,No,Low,0
33.156,15,43,3,27,Small,Yes,Yes,Low,0
35.752,37,88,9,17,Big,Yes,No,Low,0
5.82,41,78,4,11,Big,No,No,Low,0
79.375,43,6,7,8,Big,No,Yes,High,1
5.177,73,76,6,8,Big,No,Yes,Low,0
47.618,53,98,6,25,Big,No,Yes,Low,0
51.566,33,94,7,23,Big,No,Yes,High,1
7.936,37,76,10,17,Small,Yes,Yes,Low,0
38.8,99,53,4,18,Small,No,Yes,Low,0
37.819,91,93,1,1,Small,No,No,Low,0
58.529,29,80,2,19,Small,Yes,Yes,High,1
70.433,41,1,8,3,Big,No,No,High,1
15.724,37,91,8,22,Big,Yes,Yes,Low,0
27.461,8,48,7,8,Big,Yes,Yes,Low,0
59.361,29,76,8,11,Small,No,No,High,1
46.709,69,86,9,25,Small,No,Yes,Low,0
29.114,18,12,9,27,Big,Yes,No,Low,0
9.126,27,96,1,8,Small,No,No,Low,0
66.05,85,81,3,3,Big,No,No,High,1
45.916,93,60,5,12,Big,Yes,Yes,Low,0
15.728,76,12,8,4,Big,No,No,Low,0
40.006,65,81,4,30,Small,Yes,No,Low,0
63.798,11,55,2,31,Big,No,Yes,High,1
47.177,80,25,4,19,Big,Yes,Yes,Low,0
70.383,10,87,2,16,Small,Yes,Yes,High,1
44.782,83,77,9,18,Big,Yes,No,Low,0
37.941,47,41,1,8,Small,No,Yes,Low,0
20.587,32,71,5,17,Big,No,Yes,Low,0
86.405,77,75,3,6,Big,No,No,High,1
95.441,70,65,10,4,Small,Yes,Yes,High,1
78.563,12,96,1,24,Big,Yes,Yes,High,1
71.627,52,91,6,12,Small,No,Yes,High,1
76.446,54,29,7,0,Big,Yes,Yes,High,1
53.34,28,72,10,0,Small,No,Yes,High,1
23.552,18,59,6,19,Small,Yes,No,Low,0
57.044,87,22,5,10,Small,Yes,No,High,1
6.454,29,63,2,25,Small,No,Yes,Low,0
53.097,98,77,5,16,Big,No,Yes,High,1
90.849,58,79,8,16,Small,No,Yes,High,1
52.078,17,1,6,28,Small,Yes,Yes,High,1
43.337,14,98,8,28,Small,No,No,Low,0
74.335,22,95,1,11,Small,Yes,No,High,1
95.307,66,62,4,27,Big,Yes,Yes,High,1
15.262,49,72,7,16,Small,Yes,Yes,Low,0
40.086,14,68,7,21,Small,Yes,Yes,Low,0
0.999,41,51,9,7,Big,No,No,Low,0
25.078,90,81,5,23,Small,Yes,No,Low,0
33.747,44,65,4,10,Small,No,Yes,Low,0
62.718,2,56,1,22,Small,No,Yes,High,1
62.001,13,74,2,29,Small,No,No,High,1
47.79,74,29,4,24,Small,Yes,No,Low,0
83.358,55,68,2,6,Big,No,No,High,1
68.58,4,53,8,4,Small,Yes,No,High,1
54.016,21,19,9,25,Big,Yes,Yes,High,1
44.484,92,19,3,16,Big,No,No,Low,0
41.488,22,59,1,8,Small,No,Yes,Low,0
94.754,53,82,10,11,Small,No,No,High,1
63.567,27,63,1,8,Small,Yes,Yes,High,1
51.587,56,45,4,19,Big,Yes,No,High,1
33.851,19,72,4,8,Big,No,No,Low,0
81.793,10,73,10,3,Small,No,No,High,1
84.791,74,69,9,20,Big,Yes,No,High,1
36.563,46,4,7,20,Small,No,No,Low,0
40.912,4,45,9,29,Big,Yes,No,Low,0
1.782,64,33,7,23,Small,Yes,Yes,Low,0
41.502,81,63,9,5,Small,No,Yes,Low,0
26.389,85,39,10,28,Small,Yes,No,Low,0
43.252,4,14,1,11,Small,No,No,Low,0
91.967,44,44,5,23,Small,No,Yes,High,1
